,RegistrationDate,BirthYear,EnrollmentStatus,CumLoanAtEntry,EngPlacement,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,CompleteCIP1,TermGPA,CumGPA,Parent Adjusted Gross Income,Total Scholarship,Total Grant,Total Loan,Dropout
1218,20130624,1995,1,-2,0,0.0,-2.0,0.0,-1.0,0.0,-2.0,2.3,2.88,26179.0,0.0,39001.0,0.0,0
1219,20130423,1994,1,-2,1,0.0,0.0,54.0101,-1.0,0.0,-2.0,4.0,3.295,18588.0,0.0,47661.0,23000.0,0
1220,20130819,1991,2,-1,0,-2.0,-2.0,54.0101,13.1001,0.0,-2.0,2.433333333333333,3.09,125661.0,0.0,9737.0,38244.0,0
1221,20130528,1995,1,-2,1,-2.0,0.0,23.0101,13.1202,0.0,-2.0,3.15,2.9450000000000003,23983.0,0.0,48911.0,15365.0,0
1222,20130604,1995,1,-2,0,0.0,-2.0,43.0399,-1.0,0.0,-2.0,4.0,3.41,49156.0,0.0,37728.0,3100.0,0
1223,20130605,1995,1,-2,1,-2.0,0.0,47.525,-1.0,0.0,-2.0,3.35,3.39,49624.0,0.0,26678.0,3500.0,0
1224,20130725,1988,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.81,0.0,0.0,0.0,0.0,0
1225,20130725,1969,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.89,0.0,0.0,0.0,34200.0,0
1226,20130625,1995,1,-2,0,-2.0,-2.0,50.0901,-1.0,0.0,-2.0,3.0,2.2,25019.0,8473.0,42021.0,27000.0,0
1227,20140116,1995,1,-2,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,3.7,3.41,64034.0,0.0,2631.0,44300.0,0
1228,20130420,1982,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,3.7,3.96,0.0,0.0,6773.0,12000.0,0
1229,20130725,1987,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.91,3.9,0.0,0.0,0.0,46803.0,0
1230,20130725,1984,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.94,0.0,0.0,0.0,29500.0,0
1231,20130725,1986,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.56,277125.0,2500.0,0.0,30000.0,0
1232,20130725,1981,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.71,0.0,0.0,0.0,12500.0,0
1233,20130725,1984,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.9,3.82,0.0,0.0,0.0,23000.0,0
1234,20130725,1961,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.9,3.65,0.0,0.0,0.0,29000.0,0
1235,20130715,1995,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,3.3,3.64,79542.0,0.0,12116.0,10700.0,1
1236,20130725,1987,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.72,3.58,0.0,0.0,0.0,41100.0,0
1237,20130725,1989,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.91,3.6,0.0,0.0,0.0,0.0,0
1238,20130725,1990,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.91,3.64,37696.0,0.0,0.0,39980.0,0
1239,20130417,1993,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,4.0,4.0,70040.0,21626.3,5000.0,0.0,0
1240,20150430,1977,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,4.0,3.87,0.0,0.0,0.0,13750.0,0
1241,20150423,1990,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,2.0,3.16,0.0,0.0,4643.0,0.0,0
1242,20130611,1986,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,4.0,3.96,0.0,2000.0,1775.0,20000.0,0
1243,20130426,1969,2,-1,0,-2.0,-2.0,51.0,-1.0,0.0,-2.0,2.425,3.67,0.0,0.0,20939.0,32733.0,0
1244,20130426,1992,2,-1,0,-2.0,-2.0,27.0101,13.1202,0.0,-2.0,3.0,3.78,155445.0,4500.0,0.0,13000.0,0
1245,20130828,1983,2,-1,0,-2.0,-2.0,51.19495,-1.0,4.0,24.69495,3.575,3.385,0.0,0.0,10284.0,35500.0,0
1246,20130520,1992,2,-1,0,-2.0,-2.0,31.343433333333333,8.413933333333334,0.0,-2.0,3.18,2.986666666666667,50479.0,0.0,26091.0,20937.0,0
1247,20140626,1968,2,-1,0,-2.0,-2.0,51.0,-1.0,4.0,24.5,1.925,3.855,0.0,250.0,0.0,22000.0,0
1248,20130521,1990,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,4.0,4.0,-2939.0,0.0,11653.0,4000.0,0
1249,20130426,1992,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,3.0,3.68,11344.0,0.0,26267.0,0.0,0
1250,20131022,1956,2,-1,0,-2.0,-2.0,45.11010000000001,-1.0,0.0,-2.0,2.766666666666667,2.603333333333333,0.0,0.0,23699.0,40107.0,1
1251,20130429,1956,2,-1,0,-2.0,-2.0,43.0399,-1.0,8.0,43.0399,4.0,3.57,0.0,0.0,4080.0,23000.0,0
1252,20130603,1992,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,3.65,3.92,158948.0,16757.8,0.0,6901.0,0
1253,20130903,1992,2,-1,0,-2.0,-2.0,50.0901,-1.0,7.0,50.0901,4.0,3.89,122142.0,21506.3,0.0,0.0,0
1254,20140708,1979,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.8,3.53,0.0,0.0,0.0,34552.0,0
1255,20130725,1983,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.81,3.45,0.0,0.0,0.0,49845.0,0
1256,20130422,1977,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,3.3,3.81,0.0,2000.0,0.0,8300.0,0
1257,20130725,1976,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.64,0.0,0.0,0.0,34200.0,0
1258,20130725,1984,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.8,3.47,0.0,0.0,0.0,12500.0,0
1259,20150701,1995,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,2.3,2.05,4950.0,0.0,25246.0,0.0,0
1260,20130829,1990,2,-1,0,-2.0,-2.0,54.0101,-1.0,0.0,-2.0,0.575,3.205,81703.0,0.0,1280.0,0.0,1
1261,20130516,1995,1,-2,1,0.0,0.0,52.0201,-1.0,0.0,-2.0,3.3,2.81,51384.0,0.0,17896.0,34500.0,0
1262,20130604,1994,1,-2,1,0.0,0.0,52.1401,-1.0,0.0,-2.0,0.0,2.54,49015.0,0.0,37425.0,6500.0,0
1263,20130426,1988,2,-1,0,-2.0,-2.0,51.0,-1.0,0.0,-2.0,2.72,2.71,0.0,0.0,16249.0,29396.0,0
1264,20131125,1989,2,-1,0,-2.0,-2.0,43.0203,43.0399,0.0,-2.0,3.85,3.92,0.0,0.0,15735.0,0.0,0
1265,20130611,1977,2,-1,0,-2.0,-2.0,42.0101,-1.0,7.0,42.0101,4.0,4.0,0.0,21506.3,0.0,3000.0,0
1266,20130805,1989,1,-2,0,0.0,-2.0,26.04005,-1.0,0.0,-2.0,3.85,3.87,0.0,1000.0,48577.0,0.0,0
1267,20130611,1989,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,4.0,3.34,0.0,0.0,437.0,25000.0,0
1268,20150707,1988,1,-2,0,0.0,-2.0,42.0101,-1.0,0.0,-2.0,0.0,1.44,0.0,0.0,18467.0,5000.0,1
1269,20130611,1992,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,4.0,3.93,137145.0,0.0,0.0,24800.0,0
1270,20130627,1974,2,-1,0,-2.0,-2.0,52.0301,-1.0,4.0,25.01505,3.35,3.38,0.0,0.0,0.0,10500.0,0
1271,20130724,1992,2,-1,0,-2.0,-2.0,52.0801,-1.0,0.0,-2.0,4.0,3.41,130521.0,0.0,0.0,29000.0,0
1272,20130820,1989,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.91,3.74,0.0,0.0,0.0,12500.0,0
1273,20130725,1987,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.86,3.65,0.0,1000.0,0.0,47478.0,0
1274,20130530,1971,2,-1,0,-2.0,-2.0,16.0905,13.1209,0.0,-2.0,3.7,3.34,0.0,0.0,14462.0,36750.0,0
1275,20130716,1990,2,-1,0,-2.0,-2.0,23.0101,23.0101,0.0,-2.0,3.0,3.55,0.0,4000.0,11538.0,24250.0,0
1276,20130521,1988,2,-1,0,-2.0,-2.0,45.1001,-1.0,3.5,21.55005,2.075,2.475,0.0,0.0,12324.0,14500.0,0
1277,20130501,1985,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,2.575,1.53,0.0,0.0,16778.0,26500.0,1
1278,20140708,1983,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.9,3.87,0.0,10000.0,0.0,7720.0,0
1279,20130814,1993,2,-1,0,-2.0,-2.0,25.5,-1.0,0.0,-2.0,3.35,2.055,63699.0,0.0,0.0,20000.0,1
1280,20130611,1981,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,0.925,1.795,0.0,0.0,7855.0,0.0,1
1281,20130625,1992,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,4.0,4.0,19797.0,0.0,14695.0,0.0,1
1282,20130626,1992,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,0.0,3.83,123069.0,0.0,0.0,9000.0,0
1283,20130710,1983,2,-1,0,-2.0,-2.0,54.0101,13.1202,0.0,-2.0,1.75,2.8200000000000003,0.0,0.0,27013.39,35855.0,0
1284,20130717,1991,2,-1,0,-2.0,-2.0,50.0901,-1.0,0.0,-2.0,3.15,3.185,27444.0,0.0,28483.0,16220.0,0
1285,20130703,1993,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,3.85,2.75,147059.0,0.0,0.0,16250.0,0
1286,20130730,1990,1,-2,0,0.0,-2.0,52.1401,-1.0,0.0,-2.0,4.0,3.5,148235.0,0.0,23566.0,23243.0,0
1287,20130528,1995,1,-2,0,-2.0,-2.0,45.1101,-1.0,0.0,-2.0,4.0,3.12,29515.0,0.0,34287.0,62700.0,0
1288,20150622,1994,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,4.0,4.0,0.0,4000.0,1865.0,0.0,0
1289,20130715,1991,1,-2,0,0.0,-2.0,43.0199,-1.0,0.0,-2.0,2.0,2.655,0.0,0.0,0.0,15000.0,1
1290,20130603,1995,1,-2,1,0.0,0.0,42.0101,-1.0,0.0,-2.0,4.0,3.48,20241.0,0.0,46112.0,5961.0,0
1291,20130827,1992,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,4.0,2.72,76548.0,0.0,0.0,38028.0,0
1292,20130603,1986,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,1.7333333333333334,2.4566666666666666,0.0,0.0,16100.0,21000.0,1
1293,20130725,1987,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.86,3.32,0.0,0.0,0.0,34500.0,0
1294,20140422,1985,2,-1,0,0.0,-2.0,43.0199,-1.0,0.0,-2.0,2.5500000000000003,2.17,0.0,0.0,11505.0,7500.0,0
1295,20130710,1992,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,3.65,3.97,240000.0,10000.0,0.0,0.0,0
1296,20130725,1988,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.42,3.32,66000.0,0.0,0.0,32500.0,0
1297,20130725,1987,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,3.91,3.75,0.0,1000.0,0.0,31000.0,0
1298,20130612,1991,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,0.0,3.83,141014.0,5451.5,0.0,19500.0,1
1299,20130612,1978,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,4.0,3.97,0.0,10653.3,0.0,1050.0,0
1300,20130806,1979,2,-1,0,-2.0,-2.0,51.3899,-1.0,8.0,51.3899,4.0,3.75,0.0,0.0,0.0,12500.0,0
1301,20130613,1988,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,3.625,3.5700000000000003,0.0,0.0,4335.0,18000.0,0
1302,20130626,1984,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,0.0,3.585,0.0,0.0,15678.0,23192.0,0
1303,20130827,1974,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,4.0,3.14,0.0,0.0,4438.0,2750.0,1
1304,20130507,1985,2,-1,0,-2.0,-2.0,52.1401,-1.0,0.0,-2.0,2.3,2.48,0.0,0.0,3680.0,35250.0,0
1305,20150105,1993,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,4.0,3.37,12573.0,0.0,28443.0,11215.0,0
1306,20130617,1992,2,-1,0,-2.0,-2.0,40.0601,-1.0,0.0,-2.0,2.433333333333333,2.87,38725.0,0.0,23934.0,0.0,0
1307,20130605,1995,1,-2,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,4.0,3.88,61297.0,37795.0,8188.0,3500.0,0
1308,20130523,1986,2,-1,0,-2.0,-2.0,51.0,-1.0,0.0,-2.0,3.9,3.09,0.0,0.0,15794.0,29500.0,0
1309,20140110,1983,2,-1,0,-2.0,-2.0,27.0101,-1.0,0.0,-2.0,3.0,2.88,0.0,0.0,14750.0,32970.0,0
1310,20130605,1995,1,-2,1,0.0,0.0,23.0101,-1.0,0.0,-2.0,3.2,3.01,8451.0,0.0,46594.44,2157.0,0
1311,20140114,1991,2,-1,0,-2.0,-2.0,38.0101,13.1209,0.0,-2.0,3.5,3.355,67381.0,0.0,6128.0,10994.0,0
1312,20130515,1988,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,3.3,3.67,0.0,0.0,706.0,26048.0,1
1313,20130626,1977,1,-2,0,0.0,-2.0,13.1209,-1.0,0.0,-2.0,1.85,3.42,0.0,0.0,8401.17,3500.0,1
1314,20160119,1995,1,-2,-1,-1.0,-1.0,26.0101,-1.0,0.0,-2.0,2.5,2.89,0.0,0.0,16032.0,5500.0,0
1315,20130604,1988,2,-1,0,-2.0,-2.0,43.0399,-1.0,8.0,43.0399,3.85,3.9,0.0,0.0,0.0,22000.0,0
1316,20130709,1990,2,-1,0,-2.0,-2.0,43.0399,-1.0,8.0,43.0399,4.0,3.49,22402.0,0.0,10307.0,23000.0,0
1317,20130822,1993,1,-2,1,-2.0,0.0,52.0801,-1.0,0.0,-2.0,1.85,2.73,0.0,0.0,0.0,12509.0,1
1318,20130806,1995,1,-2,0,-2.0,-2.0,50.0901,-1.0,0.0,-2.0,3.3,3.01,25574.0,11008.1,49395.0,0.0,0
1319,20130731,1987,2,-1,0,-2.0,-2.0,52.0301,-1.0,8.0,52.0301,3.0,3.09,0.0,0.0,0.0,25000.0,0
1320,20130820,1993,2,-1,0,-2.0,-2.0,52.02676666666667,-1.0,0.0,-2.0,1.95,2.4866666666666664,35700.0,0.0,23119.0,16646.0,0
1321,20130723,1995,1,-2,0,0.0,-2.0,50.0701,-1.0,0.0,-2.0,4.0,3.66,131839.0,700.0,0.0,0.0,0
1322,20130702,1974,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,3.9,3.68,0.0,0.0,0.0,12500.0,0
1323,20130618,1980,2,-1,0,-2.0,-2.0,52.1401,-1.0,0.0,-2.0,4.0,3.51,0.0,0.0,0.0,23887.0,0
1324,20130624,1995,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,3.7,1.17,20000.0,0.0,13151.0,0.0,1
1325,20130521,1989,2,-1,0,-2.0,-2.0,42.0101,13.1209,3.5,20.00505,3.5,3.685,0.0,0.0,21417.0,4000.0,0
1326,20150818,1981,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,4.0,3.64,0.0,1368.4,18194.0,25000.0,0
1327,20140408,1981,2,-1,0,-2.0,-2.0,52.1401,-1.0,0.0,-2.0,1.5,2.75,0.0,0.0,24761.0,36962.0,0
1328,20140123,1979,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,0.0,3.04,0.0,0.0,1755.0,0.0,1
1329,20130604,1995,1,-2,1,-2.0,0.0,50.0902,-1.0,0.0,-2.0,3.0,3.145,114287.0,22500.0,0.0,2958.0,0
1330,20130828,1979,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,4.0,3.83,0.0,0.0,8993.0,5500.0,0
1331,20130904,1991,2,-1,0,-2.0,-2.0,42.0101,-1.0,7.0,42.0101,4.0,3.52,34707.0,0.0,5595.0,15000.0,0
1332,20130716,1974,2,-1,0,-2.0,-2.0,23.0101,-1.0,0.0,-2.0,2.3,3.33,0.0,0.0,30739.0,23000.0,0
1333,20131226,1991,2,-1,0,-2.0,-2.0,52.0301,52.0201,0.0,-2.0,3.35,2.2,0.0,0.0,24473.0,5500.0,0
1334,20130731,1983,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,3.3,3.0,0.0,0.0,14282.0,18000.0,0
1335,20131213,1986,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,3.3,2.45,0.0,0.0,18274.0,4751.0,0
1336,20150122,1990,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,2.0,2.91,0.0,0.0,11364.0,6250.0,1
1337,20130716,1986,2,-1,0,-2.0,-2.0,45.1101,-1.0,3.5,21.55505,3.425,2.905,0.0,0.0,17149.0,32737.0,0
1338,20130619,1988,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,3.3,2.95,0.0,0.0,2295.0,25000.0,0
1339,20130111,1985,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.5,3.345,0.0,0.0,0.0,0.0,1
1340,20130701,1996,1,-2,0,0.0,-2.0,54.0101,13.1202,0.0,-2.0,4.0,3.26,169189.0,0.0,0.0,0.0,0
1341,20130724,1983,2,-1,0,-2.0,-2.0,54.0101,-1.0,7.0,54.0101,4.0,3.27,0.0,7500.0,0.0,35500.0,0
1342,20150902,1975,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,0.575,2.67,0.0,0.0,9390.0,25000.0,0
1343,20130618,1995,1,-2,1,0.0,0.0,43.0199,-1.0,0.0,-2.0,3.3,2.82,27360.0,0.0,44469.0,11434.0,0
1344,20130625,1981,2,-1,0,-2.0,-2.0,11.0101,-1.0,0.0,-2.0,4.0,3.33,0.0,0.0,0.0,28500.0,0
1345,20130626,1989,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,3.7,3.34,0.0,0.0,21285.0,10765.0,0
1346,20130717,1989,2,-1,0,-2.0,-2.0,52.1401,-1.0,0.0,-2.0,3.3,3.64,0.0,0.0,311.0,0.0,0
1347,20130709,1985,2,-1,0,-2.0,-2.0,42.0101,13.1209,0.0,-2.0,3.5,3.545,0.0,0.0,4342.0,18300.0,0
1348,20130716,1989,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,2.7,2.95,0.0,0.0,23295.0,18750.0,0
1349,20140527,1988,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,2.3,3.96,0.0,0.0,0.0,7500.0,0
1350,20130716,1993,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,0.0,1.82,0.0,0.0,21985.0,14750.0,1
1351,20130808,1982,2,-1,0,-2.0,-2.0,52.0201,52.0201,0.0,-2.0,2.5,2.94,0.0,0.0,11886.0,10602.0,0
1352,20130821,1975,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.2,3.27,0.0,0.0,13903.0,23000.0,1
1353,20130801,1990,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,4.0,3.96,0.0,0.0,0.0,24000.0,0
1354,20130716,1983,2,-1,0,-2.0,-2.0,11.0101,-1.0,0.0,-2.0,4.0,3.74,0.0,0.0,0.0,34344.0,1
1355,20130618,1968,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,4.0,3.7,0.0,12000.0,13761.0,0.0,0
1356,20130723,1991,2,-1,0,-2.0,-2.0,5.0207,-1.0,0.0,-2.0,3.65,2.81,22880.0,0.0,16491.0,13395.0,1
1357,20130822,1988,2,-1,0,-2.0,-2.0,40.0601,-1.0,0.0,-2.0,3.0,3.26,0.0,0.0,2907.0,27652.0,1
1358,20130617,1983,2,-1,0,-2.0,-2.0,45.1101,-1.0,0.0,-2.0,2.3,2.72,0.0,0.0,20142.04,12000.0,0
1359,20130812,1981,2,-1,0,-2.0,-2.0,52.0201,-1.0,0.0,-2.0,2.85,2.825,0.0,0.0,11781.0,43000.0,0
1360,20130814,1995,1,-2,1,0.5,0.0,0.0,-1.0,0.0,-2.0,0.0,1.64,25511.0,0.0,42559.0,42500.0,0
1361,20140602,1991,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,1.925,2.02,0.0,0.0,30552.0,12500.0,0
1362,20130716,1995,1,-2,1,0.0,0.0,26.0101,-1.0,0.0,-2.0,3.0,2.87,50614.0,0.0,7238.0,5500.0,1
1363,20130822,1992,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,4.0,3.88,40480.0,0.0,18704.0,5500.0,0
1364,20130731,1990,2,-1,0,-2.0,-2.0,52.1401,-1.0,4.0,25.07005,4.0,3.72,79074.0,0.0,2608.0,16000.0,0
1365,20130703,1994,1,-2,1,-2.0,0.0,26.0101,-1.0,0.0,-2.0,3.35,3.85,15551.0,21000.0,35957.0,0.0,0
1366,20130618,1994,2,-1,0,-2.0,-2.0,50.0901,-1.0,0.0,-2.0,4.0,3.8,76140.0,4539.03,9896.0,27500.0,0
1367,20130821,1980,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,2.0,2.5,0.0,0.0,24743.0,39106.0,1
1368,20130530,1948,2,-1,0,-2.0,-2.0,43.0203,-1.0,0.0,-2.0,3.333333333333333,3.806666666666666,0.0,250.0,0.0,18000.0,0
1369,20130827,1990,2,-1,0,-2.0,-2.0,52.0201,-1.0,8.0,52.0201,3.7,3.14,5500.0,0.0,0.0,12500.0,0
1370,20130806,1989,1,-2,0,0.0,-2.0,52.1401,-1.0,8.0,52.1401,4.0,3.36,0.0,0.0,14348.0,19500.0,0
1371,20130711,1988,2,-1,0,-2.0,-2.0,45.1101,6.06045,0.0,-2.0,3.575,3.045,0.0,0.0,30599.0,41000.0,0
1372,20130723,1989,2,-1,0,-2.0,-2.0,52.0801,52.1401,0.0,-2.0,4.0,3.02,0.0,0.0,33898.0,0.0,0
1373,20130807,1995,1,-2,1,0.0,0.0,0.0,-1.0,0.0,-2.0,3.65,2.31,105901.0,1000.0,0.0,50000.0,0
1374,20130822,1991,2,-1,0,-2.0,-2.0,16.0905,13.1209,0.0,-2.0,0.0,2.47,27116.0,0.0,12781.0,27000.0,0
1375,20130720,1990,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,3.85,3.495,15265.0,0.0,14381.0,29300.0,0
1376,20140108,1991,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,3.0,2.205,44229.0,0.0,26428.0,0.0,0
1377,20130716,1989,2,-1,0,-2.0,-2.0,42.0101,-1.0,3.5,20.00505,2.75,2.67,0.0,0.0,2225.0,33500.0,0
1378,20130716,1988,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,3.15,2.715,0.0,0.0,20950.0,0.0,1
1379,20130805,1982,2,-1,0,-2.0,-2.0,54.0101,13.1202,0.0,-2.0,4.0,3.87,0.0,0.0,11691.0,25250.0,0
1380,20130709,1984,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,2.7,3.43,0.0,0.0,0.0,18000.0,1
1381,20130724,1990,2,-1,0,-2.0,-2.0,52.0801,-1.0,0.0,-2.0,4.0,3.45,136638.0,0.0,0.0,0.0,0
1382,20140515,1977,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,3.88,3.73,0.0,0.0,0.0,27791.0,1
1383,20130723,1980,2,-1,0,-2.0,-2.0,51.3801,-1.0,4.0,24.69005,4.0,3.875,0.0,0.0,0.0,0.0,1
1384,20150716,1971,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,0.0,2.33,0.0,0.0,0.0,17000.0,0
1385,20140826,1981,2,-1,0,-2.0,-2.0,23.0101,-1.0,0.0,-2.0,4.0,3.67,0.0,0.0,21786.0,24500.0,0
1386,20131219,1987,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,2.0,3.39,0.0,0.0,0.0,25014.0,0
1387,20130724,1991,2,-1,0,-2.0,-2.0,43.0399,-1.0,0.0,-2.0,0.0,3.47,20814.0,0.0,15927.0,19500.0,1
1388,20130729,1979,2,-1,0,-2.0,-2.0,54.0101,13.1202,7.0,54.0101,4.0,3.75,0.0,8000.0,19015.0,28149.0,0
1389,20130808,1978,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,1.35,3.18,0.0,0.0,2171.0,0.0,1
1390,20130723,1982,2,-1,0,-2.0,-2.0,45.1101,-1.0,7.0,45.1101,4.0,2.58,0.0,0.0,8519.0,20000.0,0
1391,20130701,1986,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,3.7,3.95,0.0,3000.0,12001.0,8929.0,0
1392,20150506,1985,2,-1,0,-2.0,-2.0,43.0199,-1.0,0.0,-2.0,3.0,2.865,0.0,0.0,25570.0,25000.0,0
1393,20130731,1992,2,-1,0,-2.0,-2.0,52.1401,-1.0,8.0,52.1401,3.3,2.37,16140.0,0.0,17317.78,31000.0,0
1394,20130722,1986,2,-1,0,-2.0,-2.0,45.1101,-1.0,0.0,-2.0,2.35,2.79,0.0,0.0,28842.0,31750.0,0
1395,20130716,1992,2,-1,0,-2.0,-2.0,42.0101,-1.0,0.0,-2.0,4.0,3.26,26290.0,0.0,20777.0,0.0,0
1396,20130806,1992,2,-1,0,-2.0,-2.0,26.0101,-1.0,0.0,-2.0,3.65,3.49,10298.0,0.0,49395.0,30014.0,0
1397,20130725,1979,1,-2,1,0.0,0.0,27.0101,-1.0,0.0,-2.0,1.0,3.21,0.0,250.0,21840.0,25500.0,1
1398,20131126,1985,2,-1,0,-2.0,-2.0,29.0503,6.0601,0.0,-2.0,1.575,3.85,0.0,0.0,14329.0,31778.0,0
1399,20130702,1992,2,-1,0,-2.0,-2.0,51.3801,-1.0,8.0,51.3801,4.0,3.98,0.0,0.0,12001.0,0.0,0
1400,20130718,1995,1,-2,1,-2.0,0.0,52.0201,-1.0,0.0,-2.0,2.0,2.51,36195.0,0.0,31941.0,19500.0,0
1401,20130829,1993,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,2.15,2.68,21474.0,0.0,38754.0,16500.0,1
1402,20140415,1989,2,-1,0,-2.0,-2.0,52.0801,-1.0,0.0,-2.0,3.85,3.82,0.0,0.0,0.0,0.0,0
1403,20140116,1986,2,-1,0,-2.0,-2.0,52.0301,-1.0,0.0,-2.0,2.65,2.93,0.0,0.0,1395.0,18000.0,1
1404,20130826,1977,2,-1,0,-2.0,-2.0,51.3801,-1.0,0.0,-2.0,2.0,2.685,0.0,0.0,5899.12,32870.0,0
